zone_id,zone_name,lat,lng,district,zone_type,hour_of_day,day_of_week,is_weekend,crime_count_normalized,police_coverage_score,street_light_score,metro_access_score,footfall_score,sentiment_score,safety_score
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,15,1,0,0.3594,0.591,0.287,0.357,0.454,0.76,59.27
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,16,1,0,0.3594,0.591,0.287,0.357,0.504,0.776,62.1
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,17,1,0,0.3594,0.591,0.287,0.357,0.536,0.631,58.28
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,18,1,0,0.3594,0.591,0.287,0.357,0.499,0.668,55.06
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,19,1,0,0.3594,0.591,0.287,0.357,0.5,0.719,54.95
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,20,1,0,0.3594,0.591,0.287,0.357,0.518,0.645,55.26
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,21,1,0,0.3594,0.591,0.287,0.357,0.548,0.711,55.29
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,22,1,0,0.3594,0.591,0.287,0.357,0.116,0.451,44.84
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,23,1,0,0.3594,0.591,0.287,0.357,0.052,0.523,46.14
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,0,2,0,0.3594,0.591,0.287,0.357,0.109,0.441,44.21
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,1,2,0,0.3594,0.591,0.287,0.357,0.057,0.626,49.07
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,2,2,0,0.3594,0.591,0.287,0.357,0.133,0.499,43.86
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,3,2,0,0.3594,0.591,0.287,0.357,0.124,0.567,47.99
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,4,2,0,0.3594,0.591,0.287,0.357,0.092,0.581,44.23
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,5,2,0,0.3594,0.591,0.287,0.357,0.345,0.704,51.15
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,6,2,0,0.3594,0.591,0.287,0.357,0.253,0.61,52.14
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,7,2,0,0.3594,0.591,0.287,0.357,0.271,0.76,55.68
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,8,2,0,0.3594,0.591,0.287,0.357,0.256,0.754,58.52
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,9,2,0,0.3594,0.591,0.287,0.357,0.288,0.72,57.02
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,10,2,0,0.3594,0.591,0.287,0.357,0.541,0.612,59.11
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,11,2,0,0.3594,0.591,0.287,0.357,0.528,0.719,58.02
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,12,2,0,0.3594,0.591,0.287,0.357,0.495,0.58,56.62
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,13,2,0,0.3594,0.591,0.287,0.357,0.536,0.593,57.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,14,2,0,0.3594,0.591,0.287,0.357,0.534,0.623,59.3
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,15,2,0,0.3594,0.591,0.287,0.357,0.541,0.747,59.28
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,16,2,0,0.3594,0.591,0.287,0.357,0.494,0.744,58.89
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,17,2,0,0.3594,0.591,0.287,0.357,0.466,0.725,56.63
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,18,2,0,0.3594,0.591,0.287,0.357,0.482,0.648,52.76
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,19,2,0,0.3594,0.591,0.287,0.357,0.499,0.773,60.21
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,20,2,0,0.3594,0.591,0.287,0.357,0.454,0.756,55.84
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,21,2,0,0.3594,0.591,0.287,0.357,0.471,0.642,52.08
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,22,2,0,0.3594,0.591,0.287,0.357,0.117,0.493,48.94
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,23,2,0,0.3594,0.591,0.287,0.357,0.088,0.594,46.18
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,0,3,0,0.3594,0.591,0.287,0.357,0.074,0.428,45.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,1,3,0,0.3594,0.591,0.287,0.357,0.144,0.435,42.99
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,2,3,0,0.3594,0.591,0.287,0.357,0.125,0.449,44.7
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,3,3,0,0.3594,0.591,0.287,0.357,0.084,0.549,45.47
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,4,3,0,0.3594,0.591,0.287,0.357,0.099,0.529,48.39
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,5,3,0,0.3594,0.591,0.287,0.357,0.305,0.661,50.31
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,6,3,0,0.3594,0.591,0.287,0.357,0.254,0.752,54.45
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,7,3,0,0.3594,0.591,0.287,0.357,0.331,0.577,54.08
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,8,3,0,0.3594,0.591,0.287,0.357,0.349,0.604,55.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,9,3,0,0.3594,0.591,0.287,0.357,0.28,0.755,56.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,10,3,0,0.3594,0.591,0.287,0.357,0.519,0.758,62.64
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,11,3,0,0.3594,0.591,0.287,0.357,0.452,0.709,61.16
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,12,3,0,0.3594,0.591,0.287,0.357,0.526,0.58,54.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,13,3,0,0.3594,0.591,0.287,0.357,0.501,0.589,57.54
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,14,3,0,0.3594,0.591,0.287,0.357,0.535,0.598,58.21
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,15,3,0,0.3594,0.591,0.287,0.357,0.512,0.685,55.1
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,16,3,0,0.3594,0.591,0.287,0.357,0.543,0.603,56.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,17,3,0,0.3594,0.591,0.287,0.357,0.526,0.743,55.63
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,18,3,0,0.3594,0.591,0.287,0.357,0.479,0.742,55.68
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,19,3,0,0.3594,0.591,0.287,0.357,0.523,0.618,55.61
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,20,3,0,0.3594,0.591,0.287,0.357,0.522,0.736,59.16
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,21,3,0,0.3594,0.591,0.287,0.357,0.477,0.632,55.69
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,22,3,0,0.3594,0.591,0.287,0.357,0.147,0.428,44.58
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,23,3,0,0.3594,0.591,0.287,0.357,0.11,0.447,42.89
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,0,4,0,0.3594,0.591,0.287,0.357,0.097,0.505,40.99
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,1,4,0,0.3594,0.591,0.287,0.357,0.079,0.494,39.4
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,2,4,0,0.3594,0.591,0.287,0.357,0.137,0.58,45.61
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,3,4,0,0.3594,0.591,0.287,0.357,0.122,0.507,44.38
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,4,4,0,0.3594,0.591,0.287,0.357,0.087,0.567,47.07
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,5,4,0,0.3594,0.591,0.287,0.357,0.275,0.649,50.77
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,6,4,0,0.3594,0.591,0.287,0.357,0.285,0.589,50.7
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,7,4,0,0.3594,0.591,0.287,0.357,0.29,0.735,53.58
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,8,4,0,0.3594,0.591,0.287,0.357,0.258,0.718,55.53
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,9,4,0,0.3594,0.591,0.287,0.357,0.254,0.602,55.28
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,10,4,0,0.3594,0.591,0.287,0.357,0.544,0.633,57.66
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,11,4,0,0.3594,0.591,0.287,0.357,0.503,0.754,60.43
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,12,4,0,0.3594,0.591,0.287,0.357,0.488,0.725,58.99
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,13,4,0,0.3594,0.591,0.287,0.357,0.55,0.703,58.96
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,14,4,0,0.3594,0.591,0.287,0.357,0.509,0.623,55.92
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,15,4,0,0.3594,0.591,0.287,0.357,0.527,0.721,58.41
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,16,4,0,0.3594,0.591,0.287,0.357,0.504,0.756,58.25
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,17,4,0,0.3594,0.591,0.287,0.357,0.508,0.763,59.54
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,18,4,0,0.3594,0.591,0.287,0.357,0.51,0.708,56.65
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,19,4,0,0.3594,0.591,0.287,0.357,0.45,0.672,56.64
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,20,4,0,0.3594,0.591,0.287,0.357,0.453,0.77,57.85
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,21,4,0,0.3594,0.591,0.287,0.357,0.502,0.728,53.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,22,4,0,0.3594,0.591,0.287,0.357,0.07,0.615,46.19
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,23,4,0,0.3594,0.591,0.287,0.357,0.133,0.487,43.39
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,0,5,1,0.3594,0.591,0.287,0.357,0.22,0.509,41.84
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,1,5,1,0.3594,0.591,0.287,0.357,0.22,0.453,42.96
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,2,5,1,0.3594,0.591,0.287,0.357,0.159,0.573,40.23
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,3,5,1,0.3594,0.591,0.287,0.357,0.152,0.435,40.57
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,4,5,1,0.3594,0.591,0.287,0.357,0.19,0.58,46.27
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,5,5,1,0.3594,0.591,0.287,0.357,0.402,0.739,51.05
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,6,5,1,0.3594,0.591,0.287,0.357,0.402,0.618,52.46
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,7,5,1,0.3594,0.591,0.287,0.357,0.382,0.665,54.41
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,8,5,1,0.3594,0.591,0.287,0.357,0.418,0.591,54.75
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,9,5,1,0.3594,0.591,0.287,0.357,0.392,0.621,53.77
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,10,5,1,0.3594,0.591,0.287,0.357,0.612,0.732,62.15
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,11,5,1,0.3594,0.591,0.287,0.357,0.621,0.693,56.32
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,12,5,1,0.3594,0.591,0.287,0.357,0.599,0.62,57.65
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,13,5,1,0.3594,0.591,0.287,0.357,0.558,0.674,59.84
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,14,5,1,0.3594,0.591,0.287,0.357,0.574,0.659,57.41
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,15,5,1,0.3594,0.591,0.287,0.357,0.605,0.663,59.57
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,16,5,1,0.3594,0.591,0.287,0.357,0.625,0.646,54.44
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,17,5,1,0.3594,0.591,0.287,0.357,0.574,0.687,53.18
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,18,5,1,0.3594,0.591,0.287,0.357,0.599,0.632,55.56
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,19,5,1,0.3594,0.591,0.287,0.357,0.603,0.747,57.59
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,20,5,1,0.3594,0.591,0.287,0.357,0.563,0.58,51.81
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,21,5,1,0.3594,0.591,0.287,0.357,0.603,0.629,55.21
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,22,5,1,0.3594,0.591,0.287,0.357,0.201,0.529,45.84
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,23,5,1,0.3594,0.591,0.287,0.357,0.246,0.55,41.51
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,0,6,1,0.3594,0.591,0.287,0.357,0.242,0.516,45.1
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,1,6,1,0.3594,0.591,0.287,0.357,0.165,0.512,46.99
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,2,6,1,0.3594,0.591,0.287,0.357,0.203,0.433,42.43
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,3,6,1,0.3594,0.591,0.287,0.357,0.212,0.452,40.68
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,4,6,1,0.3594,0.591,0.287,0.357,0.155,0.514,45.1
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,5,6,1,0.3594,0.591,0.287,0.357,0.35,0.742,50.69
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,6,6,1,0.3594,0.591,0.287,0.357,0.379,0.62,53.57
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,7,6,1,0.3594,0.591,0.287,0.357,0.424,0.645,52.45
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,8,6,1,0.3594,0.591,0.287,0.357,0.445,0.685,54.9
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,9,6,1,0.3594,0.591,0.287,0.357,0.371,0.762,58.69
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,10,6,1,0.3594,0.591,0.287,0.357,0.612,0.694,57.67
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,11,6,1,0.3594,0.591,0.287,0.357,0.56,0.632,58.74
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,12,6,1,0.3594,0.591,0.287,0.357,0.57,0.634,56.8
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,13,6,1,0.3594,0.591,0.287,0.357,0.566,0.612,55.47
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,14,6,1,0.3594,0.591,0.287,0.357,0.601,0.698,60.11
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,15,6,1,0.3594,0.591,0.287,0.357,0.554,0.709,59.96
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,16,6,1,0.3594,0.591,0.287,0.357,0.595,0.605,55.83
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,17,6,1,0.3594,0.591,0.287,0.357,0.636,0.658,54.45
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,18,6,1,0.3594,0.591,0.287,0.357,0.616,0.625,56.81
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,19,6,1,0.3594,0.591,0.287,0.357,0.632,0.67,53.6
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,20,6,1,0.3594,0.591,0.287,0.357,0.572,0.584,56.58
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,21,6,1,0.3594,0.591,0.287,0.357,0.569,0.638,53.11
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,22,6,1,0.3594,0.591,0.287,0.357,0.182,0.455,42.49
DL_019,Vivek Vihar,28.671,77.314,Shahdara,Residential,23,6,1,0.3594,0.591,0.287,0.357,0.248,0.616,48.08
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,0,0,0,0.4325,0.535,0.64,0.996,0.133,0.503,54.1
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,1,0,0,0.4325,0.535,0.64,0.996,0.1,0.524,52.41
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,2,0,0,0.4325,0.535,0.64,0.996,0.117,0.526,53.41
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,3,0,0,0.4325,0.535,0.64,0.996,0.058,0.395,53.71
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,4,0,0,0.4325,0.535,0.64,0.996,0.119,0.522,56.32
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,5,0,0,0.4325,0.535,0.64,0.996,0.282,0.625,62.45
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,6,0,0,0.4325,0.535,0.64,0.996,0.275,0.606,62.88
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,7,0,0,0.4325,0.535,0.64,0.996,0.284,0.639,66.17
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,8,0,0,0.4325,0.535,0.64,0.996,0.298,0.64,63.78
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,9,0,0,0.4325,0.535,0.64,0.996,0.266,0.583,63.81
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,10,0,0,0.4325,0.535,0.64,0.996,0.481,0.601,67.36
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,11,0,0,0.4325,0.535,0.64,0.996,0.496,0.7,70.02
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,12,0,0,0.4325,0.535,0.64,0.996,0.466,0.621,66.59
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,13,0,0,0.4325,0.535,0.64,0.996,0.525,0.522,64.1
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,14,0,0,0.4325,0.535,0.64,0.996,0.546,0.643,64.04
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,15,0,0,0.4325,0.535,0.64,0.996,0.477,0.67,66.32
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,16,0,0,0.4325,0.535,0.64,0.996,0.45,0.653,63.48
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,17,0,0,0.4325,0.535,0.64,0.996,0.548,0.61,64.73
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,18,0,0,0.4325,0.535,0.64,0.996,0.542,0.568,61.03
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,19,0,0,0.4325,0.535,0.64,0.996,0.475,0.614,64.58
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,20,0,0,0.4325,0.535,0.64,0.996,0.525,0.649,63.77
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,21,0,0,0.4325,0.535,0.64,0.996,0.528,0.708,66.0
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,22,0,0,0.4325,0.535,0.64,0.996,0.092,0.551,53.93
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,23,0,0,0.4325,0.535,0.64,0.996,0.054,0.415,51.67
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,0,1,0,0.4325,0.535,0.64,0.996,0.147,0.497,54.05
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,1,1,0,0.4325,0.535,0.64,0.996,0.125,0.545,52.68
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,2,1,0,0.4325,0.535,0.64,0.996,0.06,0.557,56.51
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,3,1,0,0.4325,0.535,0.64,0.996,0.141,0.469,53.9
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,4,1,0,0.4325,0.535,0.64,0.996,0.05,0.519,55.96
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,5,1,0,0.4325,0.535,0.64,0.996,0.347,0.566,57.37
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,6,1,0,0.4325,0.535,0.64,0.996,0.302,0.541,58.48
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,7,1,0,0.4325,0.535,0.64,0.996,0.292,0.665,61.48
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,8,1,0,0.4325,0.535,0.64,0.996,0.321,0.573,64.91
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,9,1,0,0.4325,0.535,0.64,0.996,0.264,0.597,60.89
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,10,1,0,0.4325,0.535,0.64,0.996,0.49,0.536,63.82
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,11,1,0,0.4325,0.535,0.64,0.996,0.457,0.621,64.1
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,12,1,0,0.4325,0.535,0.64,0.996,0.54,0.624,67.87
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,13,1,0,0.4325,0.535,0.64,0.996,0.544,0.518,61.53
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,14,1,0,0.4325,0.535,0.64,0.996,0.533,0.607,67.28
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,15,1,0,0.4325,0.535,0.64,0.996,0.522,0.657,66.45
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,16,1,0,0.4325,0.535,0.64,0.996,0.524,0.52,66.47
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,17,1,0,0.4325,0.535,0.64,0.996,0.52,0.517,60.89
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,18,1,0,0.4325,0.535,0.64,0.996,0.483,0.666,66.01
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,19,1,0,0.4325,0.535,0.64,0.996,0.465,0.595,61.61
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,20,1,0,0.4325,0.535,0.64,0.996,0.458,0.543,59.55
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,21,1,0,0.4325,0.535,0.64,0.996,0.522,0.583,64.4
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,22,1,0,0.4325,0.535,0.64,0.996,0.058,0.384,53.78
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,23,1,0,0.4325,0.535,0.64,0.996,0.134,0.51,55.61
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,0,2,0,0.4325,0.535,0.64,0.996,0.117,0.452,51.94
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,1,2,0,0.4325,0.535,0.64,0.996,0.08,0.476,52.2
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,2,2,0,0.4325,0.535,0.64,0.996,0.059,0.471,51.4
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,3,2,0,0.4325,0.535,0.64,0.996,0.055,0.509,51.78
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,4,2,0,0.4325,0.535,0.64,0.996,0.092,0.464,53.32
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,5,2,0,0.4325,0.535,0.64,0.996,0.288,0.593,58.55
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,6,2,0,0.4325,0.535,0.64,0.996,0.276,0.685,61.42
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,7,2,0,0.4325,0.535,0.64,0.996,0.347,0.676,65.33
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,8,2,0,0.4325,0.535,0.64,0.996,0.251,0.611,61.42
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,9,2,0,0.4325,0.535,0.64,0.996,0.307,0.61,62.88
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,10,2,0,0.4325,0.535,0.64,0.996,0.495,0.613,66.29
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,11,2,0,0.4325,0.535,0.64,0.996,0.545,0.601,68.24
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,12,2,0,0.4325,0.535,0.64,0.996,0.481,0.531,61.1
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,13,2,0,0.4325,0.535,0.64,0.996,0.45,0.64,63.75
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,14,2,0,0.4325,0.535,0.64,0.996,0.461,0.674,64.25
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,15,2,0,0.4325,0.535,0.64,0.996,0.534,0.548,65.6
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,16,2,0,0.4325,0.535,0.64,0.996,0.451,0.65,68.6
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,17,2,0,0.4325,0.535,0.64,0.996,0.51,0.561,66.38
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,18,2,0,0.4325,0.535,0.64,0.996,0.547,0.636,65.6
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,19,2,0,0.4325,0.535,0.64,0.996,0.526,0.521,65.43
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,20,2,0,0.4325,0.535,0.64,0.996,0.516,0.519,63.51
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,21,2,0,0.4325,0.535,0.64,0.996,0.462,0.644,65.2
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,22,2,0,0.4325,0.535,0.64,0.996,0.074,0.372,51.94
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,23,2,0,0.4325,0.535,0.64,0.996,0.067,0.543,53.93
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,0,3,0,0.4325,0.535,0.64,0.996,0.081,0.484,54.02
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,1,3,0,0.4325,0.535,0.64,0.996,0.117,0.53,54.82
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,2,3,0,0.4325,0.535,0.64,0.996,0.063,0.36,50.28
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,3,3,0,0.4325,0.535,0.64,0.996,0.086,0.545,52.47
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,4,3,0,0.4325,0.535,0.64,0.996,0.111,0.457,51.77
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,5,3,0,0.4325,0.535,0.64,0.996,0.336,0.694,64.49
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,6,3,0,0.4325,0.535,0.64,0.996,0.276,0.609,63.57
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,7,3,0,0.4325,0.535,0.64,0.996,0.327,0.531,59.52
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,8,3,0,0.4325,0.535,0.64,0.996,0.262,0.538,61.68
DL_020,Patparganj,28.627,77.296,East Delhi,Residential,9,3,0,0.4325,0.535,0.64,0.996,0.301,0.555,65.57
